Name,Description,Section,Parent Task,Seção do Manual
2.4.8 Monitore a taxa de conversão de leads qualificados para fechamento nos primeiros 60 dias de...,"Monitore a taxa de conversão de leads qualificados para fechamento nos primeiros 60 dias de operação. Se a taxa não melhorar em relação ao período anterior, revise os critérios de qualificação: podem estar frouxos demais (deixando passar leads ruins) ou rígidos demais (descartando oportunidades válidas).

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Responsável por marketing ou o próprio gestor comercial. Empresa média: Coordenador ou Gerente de Marketing em conjunto com o Gerente de Vendas. Empresa grande: Head de Demand Generation ou Gerente de Marketing com suporte do time de Revenue Operations.",Seção 2: Geração e Qualificação de Demanda,2.4. Processo de Qualificação Disciplinado e Replicável,Seção 2: Geração e Qualificação de Demanda
2.5. SLA entre Marketing e Vendas Estabelecido,"TAREFA MACRO
Formalizar o acordo de nível de serviço entre marketing e vendas, estabelecendo com precisão os critérios de aceitação e rejeição de leads, o tempo máximo de resposta após a chegada de um lead qualificado e o processo de feedback entre as duas áreas. O objetivo é eliminar a zona cinzenta entre geração de demanda e conversão, criando responsabilidades claras e um ciclo contínuo de melhoria na qualidade do funil.

LÓGICA E IMPORTÂNCIA
A tensão entre marketing e vendas é um dos conflitos mais antigos e custosos de uma operação comercial. Marketing acredita que gera bons leads e que vendas não aproveita. Vendas acredita que os leads são ruins e que marketing não entende o que o cliente de verdade precisa. Os dois têm razão parcialmente, e o problema real é a ausência de um acordo formal que defina o que cada área espera da outra. Sem SLA, cada lead que chega é tratado de forma diferente. Um vendedor responde em minutos, outro em dois dias. Marketing não sabe quantos leads foram abordados, quantos foram rejeitados e por quê. Vendas não sabe quais campanhas geraram os melhores leads. A operação funciona com atrito constante e sem aprendizado acumulado. O impacto do tempo de resposta é especialmente crítico. Leads respondidos em até cinco minutos têm taxa de conversão significativamente maior do que os respondidos após uma hora. Cada hora sem contato reduz a probabilidade de conexão, porque o interesse do lead está no pico no momento em que ele demonstra intenção. Um SLA que define lead response time resolve esse problema ao transformar velocidade de resposta em compromisso formal, não em boa vontade individual. Essa tarefa depende do processo de qualificação (tarefa 2.4), que define os critérios que serão usados para aceitar ou rejeitar um lead, e da estratégia multicanal (tarefa 2.2), que determina o volume e o perfil dos leads que cada canal entrega. O feedback loop estruturado aqui alimenta diretamente o lead scoring (tarefa 2.6) e as métricas de topo de funil (tarefa 2.7).

REQUISITOS
- Processo de qualificação documentado com critérios objetivos de fit (tarefa 2.4 concluída). - Estratégia multicanal com canais e volumes de leads mapeados (tarefa 2.2 concluída). - Responsáveis por marketing e por vendas identificados e disponíveis para construir o acordo. - CRM ativo com registro de origem e data de entrada dos leads.

VALIDAÇÃO
- Os critérios de MQL e SQL estão documentados com atributos objetivos? - O lead response time está definido por canal com prazo máximo estabelecido? - O processo de rejeição de leads tem categorias predefinidas registradas no CRM? - O SLA está formalizado em documento com a concordância de ambas as áreas? - A cadência do feedback loop está definida com pauta, participantes e dados exigidos? - O CRM emite alerta quando o lead response time é ultrapassado? - Os motivos de rejeição estão sendo registrados de forma consistente pelo time de vendas?

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Responsável por marketing ou o próprio gestor comercial. Empresa média: Coordenador ou Gerente de Marketing em conjunto com o Gerente de Vendas. Empresa grande: Head de Demand Generation ou Gerente de Marketing com suporte do time de Revenue Operations.",Seção 2: Geração e Qualificação de Demanda,,Seção 2: Geração e Qualificação de Demanda
2.5.1 Reúna os responsáveis por marketing e por vendas para construir o SLA conjuntamente.,"Reúna os responsáveis por marketing e por vendas para construir o SLA conjuntamente. O acordo precisa ser negociado entre as partes, não imposto por uma delas. Comece alinhando o objetivo comum: mais leads qualificados convertidos em clientes, com menos atrito entre as áreas.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Responsável por marketing ou o próprio gestor comercial. Empresa média: Coordenador ou Gerente de Marketing em conjunto com o Gerente de Vendas. Empresa grande: Head de Demand Generation ou Gerente de Marketing com suporte do time de Revenue Operations.",Seção 2: Geração e Qualificação de Demanda,2.5. SLA entre Marketing e Vendas Estabelecido,Seção 2: Geração e Qualificação de Demanda
2.5.2 Defina o critério de MQL (lead qualificado por marketing).,"Defina o critério de MQL (lead qualificado por marketing). Um MQL é um lead que marketing entrega a vendas com a garantia de que atende ao perfil mínimo de fit com o ICP. Documente quais atributos e comportamentos caracterizam um MQL, com base nos critérios de qualificação da tarefa 2.4.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Responsável por marketing ou o próprio gestor comercial. Empresa média: Coordenador ou Gerente de Marketing em conjunto com o Gerente de Vendas. Empresa grande: Head de Demand Generation ou Gerente de Marketing com suporte do time de Revenue Operations.",Seção 2: Geração e Qualificação de Demanda,2.5. SLA entre Marketing e Vendas Estabelecido,Seção 2: Geração e Qualificação de Demanda
2.5.3 Defina o critério de SQL (lead qualificado por vendas).,"Defina o critério de SQL (lead qualificado por vendas). Um SQL é um lead que vendas aceitou após validar o MQL entregue por marketing. Documente os critérios adicionais que vendas verificará antes de aceitar formalmente o lead e movê-lo para o funil ativo.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Responsável por marketing ou o próprio gestor comercial. Empresa média: Coordenador ou Gerente de Marketing em conjunto com o Gerente de Vendas. Empresa grande: Head de Demand Generation ou Gerente de Marketing com suporte do time de Revenue Operations.",Seção 2: Geração e Qualificação de Demanda,2.5. SLA entre Marketing e Vendas Estabelecido,Seção 2: Geração e Qualificação de Demanda
2.5.4 Estabeleça o lead response time máximo por canal.,"Estabeleça o lead response time máximo por canal. Defina em quanto tempo o vendedor deve fazer o primeiro contato após receber um lead, separando por origem: leads de inbound (formulário, mídia paga, conteúdo) geralmente exigem resposta mais rápida do que leads de outbound. Registre o tempo máximo como compromisso formal do time de vendas.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Responsável por marketing ou o próprio gestor comercial. Empresa média: Coordenador ou Gerente de Marketing em conjunto com o Gerente de Vendas. Empresa grande: Head de Demand Generation ou Gerente de Marketing com suporte do time de Revenue Operations.",Seção 2: Geração e Qualificação de Demanda,2.5. SLA entre Marketing e Vendas Estabelecido,Seção 2: Geração e Qualificação de Demanda
2.5.5 Documente o processo de rejeição de leads.,"Documente o processo de rejeição de leads. Quando vendas recusar um MQL entregue por marketing, deve registrar o motivo no CRM com base em categorias predefinidas (perfil fora do ICP, sem orçamento, sem poder de decisão, timing inadequado, entre outros). Esse registro é a matéria-prima do feedback loop.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Responsável por marketing ou o próprio gestor comercial. Empresa média: Coordenador ou Gerente de Marketing em conjunto com o Gerente de Vendas. Empresa grande: Head de Demand Generation ou Gerente de Marketing com suporte do time de Revenue Operations.",Seção 2: Geração e Qualificação de Demanda,2.5. SLA entre Marketing e Vendas Estabelecido,Seção 2: Geração e Qualificação de Demanda
2.5.6 Defina a cadência e o formato do feedback loop.,"Defina a cadência e o formato do feedback loop. Estabeleça com que frequência marketing e vendas se reúnem para revisar a qualidade dos leads entregues, analisar os motivos de rejeição e ajustar critérios de geração. Uma reunião mensal com pauta fixa é suficiente para a maioria das empresas. Registre quem conduz, quem participa e quais dados devem ser preparados antes da reunião.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Responsável por marketing ou o próprio gestor comercial. Empresa média: Coordenador ou Gerente de Marketing em conjunto com o Gerente de Vendas. Empresa grande: Head de Demand Generation ou Gerente de Marketing com suporte do time de Revenue Operations.",Seção 2: Geração e Qualificação de Demanda,2.5. SLA entre Marketing e Vendas Estabelecido,Seção 2: Geração e Qualificação de Demanda
2.5.7 Documente o SLA em um registro formal com assinatura simbólica de ambos os responsáveis.,"Documente o SLA em um registro formal com assinatura simbólica de ambos os responsáveis. O documento deve conter os critérios de MQL e SQL, o lead response time por canal, o processo de rejeição com categorias definidas e a cadência do feedback loop. Esse documento é referência para resolução de conflitos futuros entre as áreas.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Responsável por marketing ou o próprio gestor comercial. Empresa média: Coordenador ou Gerente de Marketing em conjunto com o Gerente de Vendas. Empresa grande: Head de Demand Generation ou Gerente de Marketing com suporte do time de Revenue Operations.",Seção 2: Geração e Qualificação de Demanda,2.5. SLA entre Marketing e Vendas Estabelecido,Seção 2: Geração e Qualificação de Demanda
2.5.8 Configure alertas no CRM para leads que ultrapassarem o lead response time definido.,"Configure alertas no CRM para leads que ultrapassarem o lead response time definido. O sistema deve notificar o gestor comercial automaticamente quando um lead estiver sem contato além do prazo acordado.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Responsável por marketing ou o próprio gestor comercial. Empresa média: Coordenador ou Gerente de Marketing em conjunto com o Gerente de Vendas. Empresa grande: Head de Demand Generation ou Gerente de Marketing com suporte do time de Revenue Operations.",Seção 2: Geração e Qualificação de Demanda,2.5. SLA entre Marketing e Vendas Estabelecido,Seção 2: Geração e Qualificação de Demanda
2.6. Lead Scoring Implementado,"TAREFA MACRO
Implementar um sistema de pontuação de leads que classifique automaticamente ou semi-automaticamente cada oportunidade com base em dois eixos: fit com o ICP (perfil) e nível de interesse demonstrado (comportamento). O objetivo é garantir que o time comercial priorize sua atuação nos leads com maior probabilidade de conversão, reduzindo o desperdício de tempo com oportunidades de baixo potencial.

LÓGICA E IMPORTÂNCIA
Quando todos os leads são tratados com a mesma prioridade, o time comercial inevitavelmente investe tempo no que chegou por último, no que fez mais barulho ou no que o vendedor achou mais interessante por algum critério pessoal. O lead com maior potencial de fechamento pode ficar esperando enquanto o vendedor trabalha uma oportunidade que nunca vai converter. Lead scoring resolve esse problema ao tornar a priorização uma decisão baseada em critérios objetivos e não em percepção individual. Um lead com perfil perfeito de ICP que visitou a página de preços três vezes e abriu todos os e-mails da última semana merece atenção imediata. Um lead com perfil parcial que baixou um conteúdo genérico há dez dias pode esperar nutrição. Sem scoring, o vendedor não tem como distinguir os dois com agilidade. O scoring opera em dois eixos complementares. O eixo de fit avalia o quanto o lead se aproxima do perfil ideal: segmento, porte, cargo, localização e outros atributos definidos no ICP. O eixo de interesse avalia o comportamento do lead: páginas visitadas, e-mails abertos, formulários preenchidos, conteúdos baixados, tempo no site e outras interações que indicam intenção de compra. A combinação dos dois eixos gera uma pontuação total que define a prioridade de abordagem. Essa tarefa se apoia no ICP e personas (tarefa 2.1), no SLA entre marketing e vendas (tarefa 2.5) e no processo de qualificação (tarefa 2.4). O scoring bem implementado reduz o lead response time na prática, pois o vendedor sabe exatamente em qual lead agir primeiro. Os dados gerados aqui alimentam as métricas de topo de funil (tarefa 2.7).

REQUISITOS
- ICP e personas operacionalizados com atributos objetivos definidos (tarefa 2.1 concluída). - SLA entre marketing e vendas com critérios de MQL estabelecidos (tarefa 2.5 concluída). - CRM ativo com campos de perfil preenchidos e integração com ferramenta de automação de marketing, quando disponível. - Histórico mínimo de leads convertidos para identificar padrões de comportamento que antecederam o fechamento.

VALIDAÇÃO
- Os atributos de fit estão definidos com pontuação proporcional ao peso de cada um na conversão? - Os comportamentos de interesse estão mapeados com pontuações correspondentes ao nível de intenção? - Existem pontuações negativas para perfis inadequados e comportamentos de baixo interesse? - As faixas de classificação (quente, morno, frio) estão definidas com ações correspondentes? - O sistema de scoring está configurado na ferramenta disponível (automático ou semi-automático)? - O threshold de MQL está alinhado ao SLA com marketing? - O time comercial foi treinado para consultar e interpretar o scoring no CRM? - Existe data definida para revisão dos critérios de pontuação nos primeiros 60 dias?

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Responsável por marketing ou o próprio gestor comercial. Empresa média: Coordenador ou Gerente de Marketing em conjunto com o Gerente de Vendas. Empresa grande: Head de Demand Generation ou Gerente de Marketing com suporte do time de Revenue Operations.",Seção 2: Geração e Qualificação de Demanda,,Seção 2: Geração e Qualificação de Demanda
2.6.1 Defina os atributos de fit que receberão pontuação.,"Defina os atributos de fit que receberão pontuação. Com base no ICP, liste as características de perfil que mais se correlacionam com fechamento: segmento de atuação, porte da empresa, cargo do contato, localização e outros atributos relevantes para o modelo de negócio. Atribua uma pontuação para cada atributo de acordo com o peso que ele tem na probabilidade de conversão.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Responsável por marketing ou o próprio gestor comercial. Empresa média: Coordenador ou Gerente de Marketing em conjunto com o Gerente de Vendas. Empresa grande: Head de Demand Generation ou Gerente de Marketing com suporte do time de Revenue Operations.",Seção 2: Geração e Qualificação de Demanda,2.6. Lead Scoring Implementado,Seção 2: Geração e Qualificação de Demanda
2.6.2 Defina os comportamentos que receberão pontuação.,"Defina os comportamentos que receberão pontuação. Liste as ações que um lead realiza e que indicam nível de interesse crescente: visita à página de preços, solicitação de demonstração, abertura de e-mails comerciais, download de materiais específicos, retorno ao site após um período de inatividade. Atribua pontuações proporcionais à intensidade do interesse que cada comportamento representa.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Responsável por marketing ou o próprio gestor comercial. Empresa média: Coordenador ou Gerente de Marketing em conjunto com o Gerente de Vendas. Empresa grande: Head de Demand Generation ou Gerente de Marketing com suporte do time de Revenue Operations.",Seção 2: Geração e Qualificação de Demanda,2.6. Lead Scoring Implementado,Seção 2: Geração e Qualificação de Demanda
2.6.3 Estabeleça também pontuações negativas.,"Estabeleça também pontuações negativas. Comportamentos que indicam baixo interesse ou perfil inadequado devem reduzir o score: lead que cancela inscrição de e-mails, perfil de cargo sem poder de decisão ou empresa de segmento fora do ICP. O scoring negativo evita que um lead acumule pontos por volume de interações sem ter fit real.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Responsável por marketing ou o próprio gestor comercial. Empresa média: Coordenador ou Gerente de Marketing em conjunto com o Gerente de Vendas. Empresa grande: Head de Demand Generation ou Gerente de Marketing com suporte do time de Revenue Operations.",Seção 2: Geração e Qualificação de Demanda,2.6. Lead Scoring Implementado,Seção 2: Geração e Qualificação de Demanda
2.6.4 Defina as faixas de classificação.,"Defina as faixas de classificação. Com a pontuação total calculada, estabeleça as categorias de prioridade: quente (ação imediata pelo vendedor), morno (abordagem dentro do lead response time padrão) e frio (nutrição automática até atingir pontuação mínima para abordagem). Cada faixa deve ter uma ação correspondente definida.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Responsável por marketing ou o próprio gestor comercial. Empresa média: Coordenador ou Gerente de Marketing em conjunto com o Gerente de Vendas. Empresa grande: Head de Demand Generation ou Gerente de Marketing com suporte do time de Revenue Operations.",Seção 2: Geração e Qualificação de Demanda,2.6. Lead Scoring Implementado,Seção 2: Geração e Qualificação de Demanda
2.6.5 Configure o sistema de scoring na ferramenta disponível.,"Configure o sistema de scoring na ferramenta disponível. Se a empresa tem automação de marketing integrada ao CRM, configure as regras de pontuação diretamente na plataforma. Se não há automação, crie um modelo semi-automático em planilha ou no próprio CRM com campos de pontuação que o SDR atualiza após cada interação relevante.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Responsável por marketing ou o próprio gestor comercial. Empresa média: Coordenador ou Gerente de Marketing em conjunto com o Gerente de Vendas. Empresa grande: Head de Demand Generation ou Gerente de Marketing com suporte do time de Revenue Operations.",Seção 2: Geração e Qualificação de Demanda,2.6. Lead Scoring Implementado,Seção 2: Geração e Qualificação de Demanda
2.6.6 Defina o threshold de MQL com base no scoring.,"Defina o threshold de MQL com base no scoring. Alinhe com o SLA (tarefa 2.5) qual pontuação mínima um lead precisa atingir para ser classificado como MQL e encaminhado para abordagem ativa do time de vendas. Esse número deve ser calibrado com base nos dados históricos de conversão.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Responsável por marketing ou o próprio gestor comercial. Empresa média: Coordenador ou Gerente de Marketing em conjunto com o Gerente de Vendas. Empresa grande: Head de Demand Generation ou Gerente de Marketing com suporte do time de Revenue Operations.",Seção 2: Geração e Qualificação de Demanda,2.6. Lead Scoring Implementado,Seção 2: Geração e Qualificação de Demanda
2.6.7 Treine o time comercial no uso do scoring.,"Treine o time comercial no uso do scoring. O vendedor precisa entender o que cada faixa de pontuação significa, como ler o histórico de comportamento do lead no CRM e como usar essa informação para personalizar a abordagem inicial. Scoring que o time não entende ou não consulta não gera resultado.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Responsável por marketing ou o próprio gestor comercial. Empresa média: Coordenador ou Gerente de Marketing em conjunto com o Gerente de Vendas. Empresa grande: Head de Demand Generation ou Gerente de Marketing com suporte do time de Revenue Operations.",Seção 2: Geração e Qualificação de Demanda,2.6. Lead Scoring Implementado,Seção 2: Geração e Qualificação de Demanda
2.6.8 Revise os critérios de pontuação após os primeiros 60 dias de operação.,"Revise os critérios de pontuação após os primeiros 60 dias de operação. Compare a taxa de conversão de leads por faixa de score e verifique se os atributos e comportamentos escolhidos realmente predizem fechamento. Ajuste os pesos conforme os dados indicarem.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Responsável por marketing ou o próprio gestor comercial. Empresa média: Coordenador ou Gerente de Marketing em conjunto com o Gerente de Vendas. Empresa grande: Head de Demand Generation ou Gerente de Marketing com suporte do time de Revenue Operations.",Seção 2: Geração e Qualificação de Demanda,2.6. Lead Scoring Implementado,Seção 2: Geração e Qualificação de Demanda
2.7. Métricas de Topo de Funil Acompanhadas Sistematicamente,"TAREFA MACRO
Estruturar o monitoramento contínuo das métricas de topo de funil: volume de MQLs gerados, volume de SQLs aceitos, taxa de conversão de MQL para SQL, lead response time e taxa de aceite de leads. O objetivo é garantir que a liderança comercial tenha visibilidade permanente sobre a saúde da entrada do funil e capacidade de agir rapidamente quando qualquer indicador sinalizar desvio.

LÓGICA E IMPORTÂNCIA
As métricas de topo de funil são os primeiros sinais do que acontecerá com a receita nas próximas semanas. Um funil que começa a se deteriorar no topo demora de 30 a 90 dias para aparecer nos resultados de fechamento, dependendo do ciclo de venda. Quando o problema chega ao faturamento, a janela de correção já fechou. Empresas que não monitoram essas métricas sistematicamente só percebem o problema quando o pipeline está vazio e a meta do mês está comprometida. A frase recorrente nesse cenário é: ""Não entendo, estávamos bem até semana passada."" A realidade é que os sinais estavam lá há semanas, no volume de MQLs caindo, na taxa de aceite deteriorando ou no lead response time subindo sem que ninguém notasse. Cada métrica de topo de funil revela um problema diferente. O volume de MQLs indica se marketing está gerando demanda suficiente. A taxa de conversão de MQL para SQL indica se os leads gerados têm qualidade compatível com o ICP. O lead response time indica se o time comercial está respondendo com a velocidade necessária. A taxa de aceite indica se há alinhamento real entre o que marketing entrega e o que vendas considera qualificado. Monitorar apenas uma dessas métricas dá uma visão parcial. Monitorar todas em conjunto dá clareza sobre onde está o gargalo real. Essa tarefa fecha a Seção 2 consolidando em um painel de monitoramento tudo o que foi estruturado nas tarefas anteriores: ICP (2.1), canais (2.2), operação de SDR/BDR (2.3), qualificação (2.4), SLA (2.5) e scoring (2.6). Os dados gerados aqui alimentam os dashboards comerciais (tarefa 7.5) e a hierarquia de métricas (tarefa 7.6).

REQUISITOS
- SLA entre marketing e vendas com critérios de MQL e SQL definidos (tarefa 2.5 concluída). - Lead scoring implementado com threshold de MQL estabelecido (tarefa 2.6 concluída). - CRM com registro de origem, data de entrada e status de cada lead. - Responsável pela consolidação e apresentação das métricas definido.

VALIDAÇÃO
- Os cinco indicadores de topo de funil têm critério de cálculo documentado e fonte de dados confiável no CRM? - A linha de base histórica dos últimos três meses está registrada para cada indicador? - As metas dos próximos 90 dias estão definidas para cada métrica? - A frequência de revisão de cada indicador está estabelecida? - O painel de topo de funil está configurado e acessível à liderança comercial? - Os indicadores de topo de funil estão incluídos na pauta fixa da reunião semanal? - O protocolo de ação para desvios críticos está documentado com responsável e prazo de resposta? ## ## SEÇÃO 3: EXECUÇÃO DA VENDA*- {#seção-3:-execução-da-venda}

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Responsável por marketing ou o próprio gestor comercial. Empresa média: Coordenador ou Gerente de Marketing em conjunto com o Gerente de Vendas. Empresa grande: Head de Demand Generation ou Gerente de Marketing com suporte do time de Revenue Operations.",Seção 2: Geração e Qualificação de Demanda,,Seção 2: Geração e Qualificação de Demanda
2.7.1 Confirme que os cinco indicadores estão sendo gerados pelo CRM com confiabilidade.,"Confirme que os cinco indicadores estão sendo gerados pelo CRM com confiabilidade. Volume de MQLs, volume de SQLs, taxa de conversão MQL para SQL, lead response time e taxa de aceite precisam ter fonte de dados clara e critério de cálculo documentado. Se algum indicador não está sendo gerado, identifique o que falta configurar antes de avançar.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Responsável por marketing ou o próprio gestor comercial. Empresa média: Coordenador ou Gerente de Marketing em conjunto com o Gerente de Vendas. Empresa grande: Head de Demand Generation ou Gerente de Marketing com suporte do time de Revenue Operations.",Seção 2: Geração e Qualificação de Demanda,2.7. Métricas de Topo de Funil Acompanhadas Sistematicamente,Seção 2: Geração e Qualificação de Demanda
2.7.2 Documente o critério de cálculo de cada métrica.,"Documente o critério de cálculo de cada métrica. MQL: total de leads que atingiram o threshold de scoring ou foram classificados por marketing dentro dos critérios do SLA. SQL: total de MQLs aceitos por vendas após validação. Taxa de conversão MQL para SQL: SQLs divididos por MQLs no mesmo período. Lead response time: tempo médio entre a chegada do MQL e o primeiro contato do vendedor. Taxa de aceite: SQLs divididos por MQLs recebidos. Sem critério documentado, o mesmo número pode ser calculado de formas diferentes por pessoas diferentes.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Responsável por marketing ou o próprio gestor comercial. Empresa média: Coordenador ou Gerente de Marketing em conjunto com o Gerente de Vendas. Empresa grande: Head de Demand Generation ou Gerente de Marketing com suporte do time de Revenue Operations.",Seção 2: Geração e Qualificação de Demanda,2.7. Métricas de Topo de Funil Acompanhadas Sistematicamente,Seção 2: Geração e Qualificação de Demanda
2.7.3 Defina o valor atual de cada indicador como linha de base.,"Defina o valor atual de cada indicador como linha de base. Levante os dados dos últimos três meses e calcule a média de cada métrica. Esse número é o ponto de partida para avaliar se a operação está melhorando ou piorando ao longo do tempo.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Responsável por marketing ou o próprio gestor comercial. Empresa média: Coordenador ou Gerente de Marketing em conjunto com o Gerente de Vendas. Empresa grande: Head de Demand Generation ou Gerente de Marketing com suporte do time de Revenue Operations.",Seção 2: Geração e Qualificação de Demanda,2.7. Métricas de Topo de Funil Acompanhadas Sistematicamente,Seção 2: Geração e Qualificação de Demanda
2.7.4 Estabeleça a meta de cada indicador para os próximos 90 dias.,"Estabeleça a meta de cada indicador para os próximos 90 dias. As metas devem ser realistas em relação à linha de base e coerentes com os objetivos de receita definidos nas tarefas da Seção 1\. Um aumento de 20% no volume de MQLs sem melhora na taxa de conversão, por exemplo, não necessariamente gera mais receita.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Responsável por marketing ou o próprio gestor comercial. Empresa média: Coordenador ou Gerente de Marketing em conjunto com o Gerente de Vendas. Empresa grande: Head de Demand Generation ou Gerente de Marketing com suporte do time de Revenue Operations.",Seção 2: Geração e Qualificação de Demanda,2.7. Métricas de Topo de Funil Acompanhadas Sistematicamente,Seção 2: Geração e Qualificação de Demanda
2.7.5 Defina a frequência de revisão de cada métrica.,"Defina a frequência de revisão de cada métrica. Volume de MQLs e SQLs: semanal. Taxa de conversão MQL para SQL: quinzenal. Lead response time: semanal, com alerta automático no CRM para desvios. Taxa de aceite: mensal, revisada na reunião de feedback loop com marketing (tarefa 2.5).

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Responsável por marketing ou o próprio gestor comercial. Empresa média: Coordenador ou Gerente de Marketing em conjunto com o Gerente de Vendas. Empresa grande: Head de Demand Generation ou Gerente de Marketing com suporte do time de Revenue Operations.",Seção 2: Geração e Qualificação de Demanda,2.7. Métricas de Topo de Funil Acompanhadas Sistematicamente,Seção 2: Geração e Qualificação de Demanda
2.7.6 Configure um painel de topo de funil no CRM ou na ferramenta de BI disponível.,"Configure um painel de topo de funil no CRM ou na ferramenta de BI disponível. O painel deve mostrar os cinco indicadores com valor atual, meta e variação em relação ao período anterior. Deve ser acessível à liderança comercial e atualizado automaticamente sempre que possível.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Responsável por marketing ou o próprio gestor comercial. Empresa média: Coordenador ou Gerente de Marketing em conjunto com o Gerente de Vendas. Empresa grande: Head de Demand Generation ou Gerente de Marketing com suporte do time de Revenue Operations.",Seção 2: Geração e Qualificação de Demanda,2.7. Métricas de Topo de Funil Acompanhadas Sistematicamente,Seção 2: Geração e Qualificação de Demanda
2.7.7 Inclua os indicadores de topo de funil na pauta da reunião semanal de gestão comercial.,"Inclua os indicadores de topo de funil na pauta da reunião semanal de gestão comercial. Reserve um bloco fixo para revisão dessas métricas antes de qualquer discussão sobre pipeline ou fechamentos. O que entra no funil hoje determina o que fecha daqui a 30, 60 ou 90 dias.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Responsável por marketing ou o próprio gestor comercial. Empresa média: Coordenador ou Gerente de Marketing em conjunto com o Gerente de Vendas. Empresa grande: Head de Demand Generation ou Gerente de Marketing com suporte do time de Revenue Operations.",Seção 2: Geração e Qualificação de Demanda,2.7. Métricas de Topo de Funil Acompanhadas Sistematicamente,Seção 2: Geração e Qualificação de Demanda
2.7.8 Defina o protocolo de ação para desvios.,"Defina o protocolo de ação para desvios. Estabeleça o que acontece quando cada métrica cai abaixo de um patamar crítico: quem é acionado, qual é a primeira ação de diagnóstico e em quanto tempo uma resposta deve ser apresentada. Sem protocolo, o desvio é identificado mas não tratado com urgência.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Responsável por marketing ou o próprio gestor comercial. Empresa média: Coordenador ou Gerente de Marketing em conjunto com o Gerente de Vendas. Empresa grande: Head de Demand Generation ou Gerente de Marketing com suporte do time de Revenue Operations.",Seção 2: Geração e Qualificação de Demanda,2.7. Métricas de Topo de Funil Acompanhadas Sistematicamente,Seção 2: Geração e Qualificação de Demanda
